Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Mar 8 2024,18:00,EET/+0200,FK Auda,1-2,0-1,Rīgas Futbola skola,2024-03-08T16:00Z
1,Sat Mar 9 2024,16:00,EET/+0200,FS Jelgava,0-0,0-0,BFC Daugavpils,2024-03-09T14:00Z
1,Sat Mar 9 2024,14:00,EET/+0200,FK Liepāja,0-2,0-0,FK Tukums 2000,2024-03-09T12:00Z
1,Sun Mar 10 2024,15:00,EET/+0200,FK Metta,0-2,0-0,Valmiera FC,2024-03-10T13:00Z
1,Sun Mar 10 2024,13:00,EET/+0200,Grobiņas SC,0-1,0-1,Riga FC,2024-03-10T11:00Z
2,Fri Mar 15 2024,18:00,EET/+0200,Rīgas Futbola skola,0-1,0-1,Valmiera FC,2024-03-15T16:00Z
2,Sat Mar 16 2024,15:00,EET/+0200,Riga FC,1-0,0-0,FK Auda,2024-03-16T13:00Z
2,Sat Mar 16 2024,16:00,EET/+0200,BFC Daugavpils,2-0,1-0,Grobiņas SC,2024-03-16T14:00Z
2,Sat Mar 16 2024,13:00,EET/+0200,FK Metta,2-0,1-0,FK Liepāja,2024-03-16T11:00Z
2,Sun Mar 17 2024,14:00,EET/+0200,FS Jelgava,2-3,1-2,FK Tukums 2000,2024-03-17T12:00Z
3,Fri Mar 29 2024,16:00,EET/+0200,FS Jelgava,0-1,0-1,FK Metta,2024-03-29T14:00Z
3,Sat Mar 30 2024,16:00,EET/+0200,BFC Daugavpils,3-1,1-0,FK Tukums 2000,2024-03-30T14:00Z
3,Sat Mar 30 2024,14:00,EET/+0200,FK Liepāja,0-3,0-1,Rīgas Futbola skola,2024-03-30T12:00Z
3,Sun Mar 31 2024,16:00,EEST/+0300,Valmiera FC,2-1,0-1,Riga FC,2024-03-31T13:00Z
3,Sun Mar 31 2024,14:00,EEST/+0300,Grobiņas SC,1-1,0-0,FK Auda,2024-03-31T11:00Z
4,Wed Apr 3 2024,17:00,EEST/+0300,FK Metta,0-1,0-0,BFC Daugavpils,2024-04-03T14:00Z
4,Wed Apr 3 2024,19:00,EEST/+0300,Rīgas Futbola skola,5-1,4-0,FS Jelgava,2024-04-03T16:00Z
4,Thu Apr 4 2024,18:00,EEST/+0300,Riga FC,4-0,2-0,FK Liepāja,2024-04-04T15:00Z
