Round,Date,Time,Timezone,Team 1,FT,HT,Team 2,UTC
1,Fri Aug 13 2021,20:00,BST/+0100,Brentford FC,2-0,1-0,Arsenal FC,2021-08-13T19:00Z
1,Sat Aug 14 2021,12:30,BST/+0100,Manchester United,5-1,1-0,Leeds United,2021-08-14T11:30Z
1,Sat Aug 14 2021,15:00,BST/+0100,Burnley FC,1-2,1-0,Brighton & Hove Albion,2021-08-14T14:00Z
1,Sat Aug 14 2021,15:00,BST/+0100,Chelsea FC,3-0,2-0,Crystal Palace,2021-08-14T14:00Z
1,Sat Aug 14 2021,15:00,BST/+0100,Everton FC,3-1,0-1,Southampton FC,2021-08-14T14:00Z
1,Sat Aug 14 2021,15:00,BST/+0100,Leicester City,1-0,1-0,Wolverhampton Wanderers,2021-08-14T14:00Z
1,Sat Aug 14 2021,15:00,BST/+0100,Watford FC,3-2,2-0,Aston Villa,2021-08-14T14:00Z
1,Sat Aug 14 2021,17:30,BST/+0100,Norwich City,0-3,0-1,Liverpool FC,2021-08-14T16:30Z
1,Sun Aug 15 2021,16:30,BST/+0100,Tottenham Hotspur,1-0,0-0,Manchester City,2021-08-15T15:30Z
1,Sun Aug 15 2021,14:00,BST/+0100,Newcastle United,2-4,2-1,West Ham United,2021-08-15T13:00Z
2,Sat Aug 21 2021,12:30,BST/+0100,Liverpool FC,2-0,1-0,Burnley FC,2021-08-21T11:30Z
2,Sat Aug 21 2021,15:00,BST/+0100,Aston Villa,2-0,1-0,Newcastle United,2021-08-21T14:00Z
2,Sat Aug 21 2021,15:00,BST/+0100,Crystal Palace,0-0,0-0,Brentford FC,2021-08-21T14:00Z
2,Sat Aug 21 2021,15:00,BST/+0100,Leeds United,2-2,1-1,Everton FC,2021-08-21T14:00Z
2,Sat Aug 21 2021,15:00,BST/+0100,Manchester City,5-0,2-0,Norwich City,2021-08-21T14:00Z
2,Sat Aug 21 2021,17:30,BST/+0100,Brighton & Hove Albion,2-0,2-0,Watford FC,2021-08-21T16:30Z
2,Sun Aug 22 2021,14:00,BST/+0100,Wolverhampton Wanderers,0-1,0-1,Tottenham Hotspur,2021-08-22T13:00Z
2,Sun Aug 22 2021,16:30,BST/+0100,Arsenal FC,0-2,0-2,Chelsea FC,2021-08-22T15:30Z
2,Sun Aug 22 2021,14:00,BST/+0100,Southampton FC,1-1,1-0,Manchester United,2021-08-22T13:00Z
2,Mon Aug 23 2021,20:00,BST/+0100,West Ham United,4-1,1-0,Leicester City,2021-08-23T19:00Z
3,Sat Aug 28 2021,12:30,BST/+0100,Manchester City,5-0,3-0,Arsenal FC,2021-08-28T11:30Z
3,Sat Aug 28 2021,15:00,BST/+0100,Aston Villa,1-1,1-1,Brentford FC,2021-08-28T14:00Z
3,Sat Aug 28 2021,15:00,BST/+0100,Brighton & Hove Albion,0-2,0-1,Everton FC,2021-08-28T14:00Z
3,Sat Aug 28 2021,15:00,BST/+0100,Newcastle United,2-2,0-0,Southampton FC,2021-08-28T14:00Z
3,Sat Aug 28 2021,15:00,BST/+0100,Norwich City,1-2,1-1,Leicester City,2021-08-28T14:00Z
3,Sat Aug 28 2021,15:00,BST/+0100,West Ham United,2-2,1-0,Crystal Palace,2021-08-28T14:00Z
3,Sat Aug 28 2021,17:30,BST/+0100,Liverpool FC,1-1,1-1,Chelsea FC,2021-08-28T16:30Z
3,Sun Aug 29 2021,14:00,BST/+0100,Tottenham Hotspur,1-0,1-0,Watford FC,2021-08-29T13:00Z
3,Sun Aug 29 2021,16:30,BST/+0100,Wolverhampton Wanderers,0-1,0-0,Manchester United,2021-08-29T15:30Z
3,Sun Aug 29 2021,14:00,BST/+0100,Burnley FC,1-1,0-0,Leeds United,2021-08-29T13:00Z
4,Sat Sep 11 2021,12:30,BST/+0100,Crystal Palace,3-0,0-0,Tottenham Hotspur,2021-09-11T11:30Z
4,Sat Sep 11 2021,15:00,BST/+0100,Arsenal FC,1-0,0-0,Norwich City,2021-09-11T14:00Z
4,Sat Sep 11 2021,15:00,BST/+0100,Brentford FC,0-1,0-0,Brighton & Hove Albion,2021-09-11T14:00Z
4,Sat Sep 11 2021,15:00,BST/+0100,Leicester City,0-1,0-0,Manchester City,2021-09-11T14:00Z
4,Sat Sep 11 2021,15:00,BST/+0100,Manchester United,4-1,1-0,Newcastle United,2021-09-11T14:00Z
4,Sat Sep 11 2021,15:00,BST/+0100,Southampton FC,0-0,0-0,West Ham United,2021-09-11T14:00Z
4,Sat Sep 11 2021,15:00,BST/+0100,Watford FC,0-2,0-0,Wolverhampton Wanderers,2021-09-11T14:00Z
4,Sat Sep 11 2021,17:30,BST/+0100,Chelsea FC,3-0,1-0,Aston Villa,2021-09-11T16:30Z
4,Sun Sep 12 2021,16:30,BST/+0100,Leeds United,0-3,0-1,Liverpool FC,2021-09-12T15:30Z
4,Mon Sep 13 2021,20:00,BST/+0100,Everton FC,3-1,0-0,Burnley FC,2021-09-13T19:00Z
5,Fri Sep 17 2021,20:00,BST/+0100,Newcastle United,1-1,1-1,Leeds United,2021-09-17T19:00Z
5,Sat Sep 18 2021,12:30,BST/+0100,Wolverhampton Wanderers,0-2,0-2,Brentford FC,2021-09-18T11:30Z
5,Sat Sep 18 2021,15:00,BST/+0100,Burnley FC,0-1,0-1,Arsenal FC,2021-09-18T14:00Z
5,Sat Sep 18 2021,15:00,BST/+0100,Liverpool FC,3-0,1-0,Crystal Palace,2021-09-18T14:00Z
5,Sat Sep 18 2021,15:00,BST/+0100,Manchester City,0-0,0-0,Southampton FC,2021-09-18T14:00Z
5,Sat Sep 18 2021,15:00,BST/+0100,Norwich City,1-3,1-1,Watford FC,2021-09-18T14:00Z
5,Sat Sep 18 2021,17:30,BST/+0100,Aston Villa,3-0,0-0,Everton FC,2021-09-18T16:30Z
5,Sun Sep 19 2021,14:00,BST/+0100,West Ham United,1-2,1-1,Manchester United,2021-09-19T13:00Z
5,Sun Sep 19 2021,16:30,BST/+0100,Tottenham Hotspur,0-3,0-0,Chelsea FC,2021-09-19T15:30Z
5,Sun Sep 19 2021,14:00,BST/+0100,Brighton & Hove Albion,2-1,1-0,Leicester City,2021-09-19T13:00Z
6,Sat Sep 25 2021,12:30,BST/+0100,Chelsea FC,0-1,0-0,Manchester City,2021-09-25T11:30Z
6,Sat Sep 25 2021,12:30,BST/+0100,Manchester United,0-1,0-0,Aston Villa,2021-09-25T11:30Z
6,Sat Sep 25 2021,15:00,BST/+0100,Everton FC,2-0,1-0,Norwich City,2021-09-25T14:00Z
6,Sat Sep 25 2021,15:00,BST/+0100,Leeds United,1-2,1-0,West Ham United,2021-09-25T14:00Z
6,Sat Sep 25 2021,15:00,BST/+0100,Leicester City,2-2,1-2,Burnley FC,2021-09-25T14:00Z
6,Sat Sep 25 2021,15:00,BST/+0100,Watford FC,1-1,0-1,Newcastle United,2021-09-25T14:00Z
6,Sat Sep 25 2021,17:30,BST/+0100,Brentford FC,3-3,1-1,Liverpool FC,2021-09-25T16:30Z
6,Sun Sep 26 2021,16:30,BST/+0100,Arsenal FC,3-1,3-0,Tottenham Hotspur,2021-09-26T15:30Z
6,Sun Sep 26 2021,14:00,BST/+0100,Southampton FC,0-1,0-0,Wolverhampton Wanderers,2021-09-26T13:00Z
6,Mon Sep 27 2021,20:00,BST/+0100,Crystal Palace,1-1,1-0,Brighton & Hove Albion,2021-09-27T19:00Z
7,Sat Oct 2 2021,12:30,BST/+0100,Manchester United,1-1,1-0,Everton FC,2021-10-02T11:30Z
7,Sat Oct 2 2021,15:00,BST/+0100,Burnley FC,0-0,0-0,Norwich City,2021-10-02T14:00Z
7,Sat Oct 2 2021,15:00,BST/+0100,Chelsea FC,3-1,1-0,Southampton FC,2021-10-02T14:00Z
7,Sat Oct 2 2021,15:00,BST/+0100,Leeds United,1-0,1-0,Watford FC,2021-10-02T14:00Z
7,Sat Oct 2 2021,15:00,BST/+0100,Wolverhampton Wanderers,2-1,1-1,Newcastle United,2021-10-02T14:00Z
7,Sat Oct 2 2021,17:30,BST/+0100,Brighton & Hove Albion,0-0,0-0,Arsenal FC,2021-10-02T16:30Z
7,Sun Oct 3 2021,14:00,BST/+0100,Crystal Palace,2-2,0-2,Leicester City,2021-10-03T13:00Z
7,Sun Oct 3 2021,14:00,BST/+0100,Tottenham Hotspur,2-1,1-0,Aston Villa,2021-10-03T13:00Z
7,Sun Oct 3 2021,14:00,BST/+0100,West Ham United,1-2,0-1,Brentford FC,2021-10-03T13:00Z
7,Sun Oct 3 2021,16:30,BST/+0100,Liverpool FC,2-2,0-0,Manchester City,2021-10-03T15:30Z
8,Sat Oct 16 2021,12:30,BST/+0100,Watford FC,0-5,0-2,Liverpool FC,2021-10-16T11:30Z
8,Sat Oct 16 2021,15:00,BST/+0100,Aston Villa,2-3,0-0,Wolverhampton Wanderers,2021-10-16T14:00Z
8,Sat Oct 16 2021,15:00,BST/+0100,Leicester City,4-2,1-1,Manchester United,2021-10-16T14:00Z
8,Sat Oct 16 2021,15:00,BST/+0100,Manchester City,2-0,1-0,Burnley FC,2021-10-16T14:00Z
8,Sat Oct 16 2021,15:00,BST/+0100,Norwich City,0-0,0-0,Brighton & Hove Albion,2021-10-16T14:00Z
8,Sat Oct 16 2021,15:00,BST/+0100,Southampton FC,1-0,0-0,Leeds United,2021-10-16T14:00Z
8,Sat Oct 16 2021,17:30,BST/+0100,Brentford FC,0-1,0-1,Chelsea FC,2021-10-16T16:30Z
8,Sun Oct 17 2021,16:30,BST/+0100,Newcastle United,2-3,1-3,Tottenham Hotspur,2021-10-17T15:30Z
8,Sun Oct 17 2021,14:00,BST/+0100,Everton FC,0-1,0-0,West Ham United,2021-10-17T13:00Z
8,Mon Oct 18 2021,20:00,BST/+0100,Arsenal FC,2-2,1-0,Crystal Palace,2021-10-18T19:00Z
9,Fri Oct 22 2021,20:00,BST/+0100,Arsenal FC,3-1,2-0,Aston Villa,2021-10-22T19:00Z
9,Sat Oct 23 2021,12:30,BST/+0100,Chelsea FC,7-0,3-0,Norwich City,2021-10-23T11:30Z
